hotelname,address,district,lat,lon,rating,count_rating,star,budget,time,facilities,service,district,URL,image1,image2,review
Saigon Sky Garden,"20 Lê Thánh Tôn, Quận 1, Thành Phố Hồ Chí Minh",1,10.77517091861902,106.69999073167963,4.4,73,4,2799644.0,"1 đêm, bao gồm thuế và phí","Bữa sáng ($), Wi-Fi miễn phí, Bãi đỗ xe ($), Có hồ bơi, Bồn tắm nước nóng, Điều hòa nhiệt độ, Chấp nhận vật nuôi, Trung tâm thể dục",,1,https://www.google.com/travel/search?q=resort%20qu%E1%BA%ADn%201&g2lb=203023%2C4965990%2C72317059%2C72414906%2C72471280%2C72485658%2C72560029%2C72573224%2C72647020%2C72686036%2C72803964%2C72882230%2C72958624%2C72959983%2C73010541%2C73059275%2C73064764%2C73107089%2C73148423%2C73157405%2C73177761%2C73179103&hl=vi-VN&gl=vn&ssta=1&ts=CAESCgoCCAMKAggDEAAaUQozEjEyJTB4MzE3NTJmMzhmOWVkODg3YjoweDE0YWRlZDU3MDM3Njg5ODk6CFF14bqtbiAxEhoSFAoHCOkPEAsYGxIHCOkPEAsYHBgBMgIQACoLCgk6A1ZORFoCFBE&qs=CAASBENLSUIgACgAMihDaG9JeXBpWjRwMmwwNl95QVJvTkwyY3ZNVEZxY3pSbk4xODFNaEFCOA1IAA&ap=KigKEgkc56LvLIglQBHNHom0AataQBISCaB8rAjTlCVAEc0eiVi2rFpAMAFoAboBB3Jldmlld3M&ictx=111&ved=0CAgQwIsFahgKEwjwqcOsh-OQAxUAAAAAHQAAAAAQzwU,https://lh3.googleusercontent.com/p/AF1QipOddHyf5LtKnGrORTaJ8_toqWxepdQfI9LXtViB=s287-w287-h192-n-k-no-v1,https://lh3.googleusercontent.com/p/AF1QipNRpXdFxxwMyLMVBakis73kDKnvXFpt8N_5JFN2=s287-w287-h192-n-k-no-v1,"Phòng sạch sẽ, thoáng mát. Cô chủ thân thiện, rất nhiệt tình"
A&EM Saigon Hotel,"39-41 Thủ Khoa Huân, Quận 1, Thành Phố Hồ Chí Minh",1,10.7736826,106.6973179,4.0,637,4,1956587.0,"1 đêm, bao gồm thuế và phí","Bữa sáng miễn phí, Wi-Fi miễn phí, Bể bơi ngoài trời, Điều hòa nhiệt độ, Trung tâm thể dục, Spa, Chỗ đậu xe, Quán bar",Vị Trí · Dịch Vụ · Quầy Bar,1,https://www.google.com/travel/search?q=resort%20qu%E1%BA%ADn%201&g2lb=203023%2C4965990%2C72317059%2C72414906%2C72471280%2C72485658%2C72560029%2C72573224%2C72647020%2C72686036%2C72803964%2C72882230%2C72958624%2C72959983%2C73010541%2C73059275%2C73064764%2C73107089%2C73148423%2C73157405%2C73177761%2C73179103&hl=vi-VN&gl=vn&ssta=1&ts=CAESCgoCCAMKAggDEAAaUQozEjEyJTB4MzE3NTJmMzhmOWVkODg3YjoweDE0YWRlZDU3MDM3Njg5ODk6CFF14bqtbiAxEhoSFAoHCOkPEAsYGxIHCOkPEAsYHBgBMgIQACoLCgk6A1ZORFoCFBE&qs=CAASBENLSUIgACgAMihDaG9JLUxPdi1hZkYxXy1sQVJvTkwyY3ZNVEZqTmpBeWVHdDZheEFCOA1IAA&ap=KigKEgkc56LvLIglQBHNHom0AataQBISCaB8rAjTlCVAEc0eiVi2rFpAMAFoAboBB3Jldmlld3M&ictx=111&ved=0CJ4BEMCLBWoYChMI8KnDrIfjkAMVAAAAAB0AAAAAEM8F,https://lh3.googleusercontent.com/p/AF1QipMWmXk4o7bMnnAI0eXhHvgk3Pa22tRrtwFO08RD=s287-w287-h192-n-k-no-v1,https://lh3.googleusercontent.com/p/AF1QipPvZVdTZdQmcxlO0_BJc_dMve7LbkDQtsJQK4mx=s287-w287-h192-n-k-no-v1,"Chị chủ dễ thương, phòng chỉnh chu, sạch sẽ, rộng rãi thoáng mát tiện nghi, giá tốt."
Khách sạn Sanouva Sài Gòn,"175 Lý Tự Trọng, Quận 1, Thành Phố Hồ Chí Minh",1,10.778569486821247,106.7015995871049,4.3,914,3,1176319.0,"1 đêm, bao gồm thuế và phí","Bữa sáng miễn phí, Wi-Fi miễn phí, Đỗ xe miễn phí, Điều hòa nhiệt độ, Trung tâm thể dục, Nhà hàng, Xe đưa đón ra sân bay, Dịch vụ giặt là",Món Ăn Sáng · Vị Trí · Dịch Vụ,1,https://www.google.com/travel/search?q=resort%20qu%E1%BA%ADn%201&g2lb=203023%2C4965990%2C72317059%2C72414906%2C72471280%2C72485658%2C72560029%2C72573224%2C72647020%2C72686036%2C72803964%2C72882230%2C72958624%2C72959983%2C73010541%2C73059275%2C73064764%2C73107089%2C73148423%2C73157405%2C73177761%2C73179103&hl=vi-VN&gl=vn&ssta=1&ts=CAESCgoCCAMKAggDEAAaUQozEjEyJTB4MzE3NTJmMzhmOWVkODg3YjoweDE0YWRlZDU3MDM3Njg5ODk6CFF14bqtbiAxEhoSFAoHCOkPEAsYGxIHCOkPEAsYHBgBMgIQACoLCgk6A1ZORFoCFBE&qs=CAASBENLSUIgACgAMiRDaGNJNm9hUS1hblYwTGRCR2dzdlp5OHhkR1JvTVdNMmN4QUI4DUgA&ap=KigKEgkc56LvLIglQBHNHom0AataQBISCaB8rAjTlCVAEc0eiVi2rFpAMAFoAboBB3Jldmlld3M&ictx=111&ved=0CKICEMCLBWoYChMI8KnDrIfjkAMVAAAAAB0AAAAAEM8F,https://lh3.googleusercontent.com/p/AF1QipPh66Yp8FgP1ZjysYmRGV013EuZUbsC_pCljENC=s287-w287-h192-n-k-no-v1,https://lh3.googleusercontent.com/p/AF1QipPedN-psOelABmmti0QQewgoaVRpDdyGNDTDmhN=s287-w287-h192-n-k-no-v1,Cô chủ vui vẻ không gian rộng rãi sạch sẽ dịch vụ tốt  điểm tốt để lưu trú
Mường Thanh Grand Sài Gòn Centre Hotel,"8A Mạc Đĩnh Chi, Quận 1, Thành Phố Hồ Chí Minh",1,10.784197,106.7005323,4.2,1700,4,1726242.0,"1 đêm, bao gồm thuế và phí","Bữa sáng miễn phí, Wi-Fi miễn phí, Đỗ xe miễn phí, Có hồ bơi, Điều hòa nhiệt độ, Trung tâm thể dục, Spa, Quán bar",Vị Trí · Dịch Vụ · Bể Bơi,1,https://www.google.com/travel/search?q=resort%20qu%E1%BA%ADn%201&g2lb=203023%2C4965990%2C72317059%2C72414906%2C72471280%2C72485658%2C72560029%2C72573224%2C72647020%2C72686036%2C72803964%2C72882230%2C72958624%2C72959983%2C73010541%2C73059275%2C73064764%2C73107089%2C73148423%2C73157405%2C73177761%2C73179103&hl=vi-VN&gl=vn&ssta=1&ts=CAESCgoCCAMKAggDEAAaUQozEjEyJTB4MzE3NTJmMzhmOWVkODg3YjoweDE0YWRlZDU3MDM3Njg5ODk6CFF14bqtbiAxEhoSFAoHCOkPEAsYGxIHCOkPEAsYHBgBMgIQACoLCgk6A1ZORFoCFBE&qs=CAASBENLSUIgACgAMihDaG9JMGFyb3BMTzY4X2lZQVJvTkwyY3ZNVEZqYTNablpEa3pNaEFCOA1IAA&ap=KigKEgkc56LvLIglQBHNHom0AataQBISCaB8rAjTlCVAEc0eiVi2rFpAMAFoAboBB3Jldmlld3M&ictx=111&ved=0CNoDEMCLBWoYChMI8KnDrIfjkAMVAAAAAB0AAAAAEM8F,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw4FJObodj2wilPwkLqk18If6JcSWBZeodM2hw3T7hj22U1fE_E4rI9T5Tfg0y-odvw4MLMHN8GaY-mXP2zFjs8DzfGcrNcvSDQUKw2XF1JBIQj1kh88fdC087l8JluE1y5_CFG=s287-w287-h192-n-k-no-v1,https://lh4.googleusercontent.com/proxy/VJm4qLUssJSYdoykIcbePCTBCTByyG8xYYFBgyRKwWSIHxtf73ZNf738qjJ-vRstBMpQTg-vNwHQgLGQEK8R-NQpJZW2Wjx5O-cfOD2bJ9JEg8Z5uWpEVAGDWqv-n3dly5UREA5jacIf26_EFDLw561XU_Fm_gg=s287-w287-h192-n-k-no-v1,Phòng rộng gđ 3 4 người ở được thoải mái. Cô chủ nhiệt tình còn đón mình nữa. Cô có xe ra sân bay luôn rất tiện và rẻ hơn nhiều so với taxi của ML hay vài hãng khác ở ngoải
Khách sạn LOTTE Sài Gòn,"Tôn Đức Thắng/2A-4A Phường, Quận 1, Thành Phố Hồ Chí Minh",1,10.780588621722726,106.70782155442954,4.6,5900,5,5861012.0,"1 đêm, bao gồm thuế và phí","Bữa sáng ($), Wi-Fi miễn phí, Đỗ xe miễn phí, Bể bơi ngoài trời, Bồn tắm nước nóng, Điều hòa nhiệt độ, Trung tâm thể dục, Spa",Ăn Tối · Phòng Tập Thể Dục · Món Ăn Sáng,1,https://www.google.com/travel/search?q=resort%20qu%E1%BA%ADn%201&g2lb=203023%2C4965990%2C72317059%2C72414906%2C72471280%2C72485658%2C72560029%2C72573224%2C72647020%2C72686036%2C72803964%2C72882230%2C72958624%2C72959983%2C73010541%2C73059275%2C73064764%2C73107089%2C73148423%2C73157405%2C73177761%2C73179103&hl=vi-VN&gl=vn&ssta=1&ts=CAESCgoCCAMKAggDEAAaUQozEjEyJTB4MzE3NTJmMzhmOWVkODg3YjoweDE0YWRlZDU3MDM3Njg5ODk6CFF14bqtbiAxEhoSFAoHCOkPEAsYGxIHCOkPEAsYHBgBMgIQACoLCgk6A1ZORFoCFBE&qs=CAASBENMUUIgACgAMiZDaGdJdnVxaTBaM0ZtUHplQVJvTEwyY3ZNWFJtT1hFNWVuUVFBUTgNSAA&ap=KigKEgkc56LvLIglQBHNHom0AataQBISCaB8rAjTlCVAEc0eiVi2rFpAMAFoAboBB3Jldmlld3M&ictx=111&ved=0CCMQwIsFahgKEwjwqcOsh-OQAxUAAAAAHQAAAAAQ8QU,https://lh3.googleusercontent.com/p/AF1QipOJaMaB2xFznI2xK6g5MVwqPp8jBtib22vTu3rU=s287-w287-h192-n-k-no-v1,https://lh3.googleusercontent.com/p/AF1QipOc8PJj6O6NorfH0EQnOyrQCIx2VqpBm8KzaoOl=s287-w287-h192-n-k-no-v1,Wir haben uns sehr wohl gefühlt. Schönes sauberes Zimmer. Nette Besitzerin !
Khách sạn Caravelle Sài Gòn,"19-23 Lam Son Square, Quận 1, Thành Phố Hồ Chí Minh",1,10.77680625,106.70321295455926,4.5,4100,5,5185643.0,"1 đêm, bao gồm thuế và phí","Bữa sáng miễn phí, Wi-Fi miễn phí, Bể bơi ngoài trời, Điều hòa nhiệt độ, Trung tâm thể dục, Spa, Chỗ đậu xe, Quán bar",Quầy Bar · Giải Trí Về Đêm · Ăn Tối,1,https://www.google.com/travel/search?q=resort%20qu%E1%BA%ADn%201&g2lb=203023%2C4965990%2C72317059%2C72414906%2C72471280%2C72485658%2C72560029%2C72573224%2C72647020%2C72686036%2C72803964%2C72882230%2C72958624%2C72959983%2C73010541%2C73059275%2C73064764%2C73107089%2C73148423%2C73157405%2C73177761%2C73179103&hl=vi-VN&gl=vn&ssta=1&ts=CAESCgoCCAMKAggDEAAaUQozEjEyJTB4MzE3NTJmMzhmOWVkODg3YjoweDE0YWRlZDU3MDM3Njg5ODk6CFF14bqtbiAxEhoSFAoHCOkPEAsYGxIHCOkPEAsYHBgBMgIQACoLCgk6A1ZORFoCFBE&qs=CAASBENMUUIgACgAMiNDaFlJdHUtZmpxWFdrcXdRR2dvdmJTOHdNbkZuZEROekVBRTgNSAA&ap=KigKEgkc56LvLIglQBHNHom0AataQBISCaB8rAjTlCVAEc0eiVi2rFpAMAFoAboBB3Jldmlld3M&ictx=111&ved=0CJABEMCLBWoYChMI8KnDrIfjkAMVAAAAAB0AAAAAEPEF,https://lh3.googleusercontent.com/p/AF1QipMVbFz7ym81Q0O86XBdEf25FI9Q-aLxdNW-sRgh=s287-w287-h192-n-k-no-v1,https://lh3.googleusercontent.com/p/AF1QipPQcax4qjxL1wkmLAJgFKbqysw_XzhMtaimXU2a=s287-w287-h192-n-k-no-v1,I am grateful that the universal  consciousness put you in journey
Charner Hotel,"29 Thủ Khoa Huân, Quận 1, Thành Phố Hồ Chí Minh",1,10.7736283,106.6973519,3.4,46,3,975000.0,"1 đêm, bao gồm thuế và phí","Bữa sáng miễn phí, Wi-Fi miễn phí, Bồn tắm nước nóng, Điều hòa nhiệt độ, Nhà hàng, Xe đưa đón ra sân bay, Dịch vụ giặt là, Phù hợp với trẻ em",Vị Trí,1,https://www.google.com/travel/search?q=resort%20qu%E1%BA%ADn%201&g2lb=203023%2C4965990%2C72317059%2C72414906%2C72471280%2C72485658%2C72560029%2C72573224%2C72647020%2C72686036%2C72803964%2C72882230%2C72958624%2C72959983%2C73010541%2C73059275%2C73064764%2C73107089%2C73148423%2C73157405%2C73177761%2C73179103&hl=vi-VN&gl=vn&ssta=1&ts=CAESCgoCCAMKAggDEAAaUQozEjEyJTB4MzE3NTJmMzhmOWVkODg3YjoweDE0YWRlZDU3MDM3Njg5ODk6CFF14bqtbiAxEhoSFAoHCOkPEAsYGxIHCOkPEAsYHBgBMgIQACoLCgk6A1ZORFoCFBE&qs=CAASBENMUUIgACgAMihDaG9JNHNqNGpMZkpvOHlyQVJvTkwyY3ZNVEZqYlY5bWMyTXpiUkFCOA1IAA&ap=KigKEgkc56LvLIglQBHNHom0AataQBISCaB8rAjTlCVAEc0eiVi2rFpAMAFoAboBB3Jldmlld3M&ictx=111&ved=0COMDEMCLBWoYChMI8KnDrIfjkAMVAAAAAB0AAAAAEPEF,https://lh3.googleusercontent.com/proxy/C91A01VB8OWT1Elv4T__fcxcPDtZ0kAdJkJmCPZeyXgwRNL77dZHdlA_VkZEEa8PdIttcBZVA351ZfKPvwnvtdvrNnEWXvjm3YJPJUinp4kr4KpMI0UoLqVRRT8iMCJlP2pEzE226WSM4OrtU628QLZwe3xi0hg=s287-w287-h192-n-k-no-v1,https://lh5.googleusercontent.com/proxy/Vb_bV1P8BdBarG1jCMmIJs-JRarBbSVGjYw0kGANUryFHYO8SdsXAMxNQXRFLgpiFJdmiclY-Up8DrY6vLX_GXOnHtc-7aGD9JGPuruUH8xYaCgifIHNkGYtrerVuHgz-mut-Eb6Gd8wZDdS76LCQGNtdrR87Q=s287-w287-h192-n-k-no-v1,"Cô chú chủ home rất thân thiện, giá phòng rẻ, cô chú có cho thuê xe máy luôn"
A&EM The Petit Hotel 179 Lý Tự Trọng,"179 Lý Tự Trọng, Quận 1, Thành Phố Hồ Chí Minh",1,10.778569486821247,106.7015995871049,3.8,112,2,899033.0,"1 đêm, bao gồm thuế và phí","Bữa sáng miễn phí, Wi-Fi miễn phí, Chỗ đậu xe, Bồn tắm nước nóng, Điều hòa nhiệt độ, Nhà hàng, Xe đưa đón ra sân bay, Dịch vụ giặt là",Vị Trí,1,https://www.google.com/travel/search?q=resort%20qu%E1%BA%ADn%201&g2lb=203023%2C4965990%2C72317059%2C72414906%2C72471280%2C72485658%2C72560029%2C72573224%2C72647020%2C72686036%2C72803964%2C72882230%2C72958624%2C72959983%2C73010541%2C73059275%2C73064764%2C73107089%2C73148423%2C73157405%2C73177761%2C73179103&hl=vi-VN&gl=vn&ssta=1&ts=CAESCgoCCAMKAggDEAAaUQozEjEyJTB4MzE3NTJmMzhmOWVkODg3YjoweDE0YWRlZDU3MDM3Njg5ODk6CFF14bqtbiAxEhoSFAoHCOkPEAsYGxIHCOkPEAsYHBgBMgIQACoLCgk6A1ZORFoCFBE&qs=CAASBENNWUIgACgAMiZDaGdJMFBIaTI3MmM3LU9VQVJvTEwyY3ZNWFJtY1dNNU5HUVFBUTgNSAA&ap=KigKEgkc56LvLIglQBHNHom0AataQBISCaB8rAjTlCVAEc0eiVi2rFpAMAFoAboBB3Jldmlld3M&ictx=111&ved=0CDwQwIsFahgKEwjwqcOsh-OQAxUAAAAAHQAAAAAQkgY,https://lh3.googleusercontent.com/proxy/afK9guURtEZnllIQrrj9aAgwd9ZjVu2PMr6vq6hpkKbfHqZor_HF-RNwQh3bEnXGBRJH6E3xkHv30dC5LgX3kArPMQAmLLLw3NsywA16wabUWsR-FOd5jUDCLQORmeA28MYRbNsOSfHIL2tAJLz6m308kcXnrMk=s287-w287-h192-n-k-no-v1,https://lh5.googleusercontent.com/proxy/EUemSxZGjSc_QpKB9vi_zOL9Qoy_fTgkxr3H0s_rT5Kftso38p1SU7WZE9JJ2-iOHIIZkRt23lYkD8TKuMfpk2GRriZ_RdqebZNfjvatfy7DG5mCjv01Wyup3MSevnQ4C2X3HSwcecPiFynZ2Odk_Yfw4syJTg=s287-w287-h192-n-k-no-v1,"Phòng sạch sẽ, cô & chú chủ dễ thương, đặc biệt có 2 bạn cún siêu cute ❤️"
Thiên Tài Hotel,"452 Nguyễn Thị Minh Khai, Quận 1, Thành Phố Hồ Chí Minh",1,10.785492887644889,106.70055148216682,4.4,883,3,486523.0,"1 đêm, bao gồm thuế và phí","Bữa sáng ($), Wi-Fi miễn phí, Bãi đỗ xe ($), Điều hòa nhiệt độ, Nhà hàng, Dịch vụ phòng, Bếp ở một số phòng, Dịch vụ giặt là",Dịch Vụ · Vị Trí · Cơ Sở Vật Chất,1,https://www.google.com/travel/search?q=resort%20qu%E1%BA%ADn%201&g2lb=203023%2C4965990%2C72317059%2C72414906%2C72471280%2C72485658%2C72560029%2C72573224%2C72647020%2C72686036%2C72803964%2C72882230%2C72958624%2C72959983%2C73010541%2C73059275%2C73064764%2C73107089%2C73148423%2C73157405%2C73177761%2C73179103&hl=vi-VN&gl=vn&ssta=1&ts=CAESCgoCCAMKAggDEAAaUQozEjEyJTB4MzE3NTJmMzhmOWVkODg3YjoweDE0YWRlZDU3MDM3Njg5ODk6CFF14bqtbiAxEhoSFAoHCOkPEAsYGxIHCOkPEAsYHBgBMgIQACoLCgk6A1ZORFoCFBE&qs=CAASBENNWUIgACgAMihDaG9JcjdudWpKckZ1NEhRQVJvTkwyY3ZNVEZzTVdOdGRtNHhiQkFCOA1IAA&ap=KigKEgkc56LvLIglQBHNHom0AataQBISCaB8rAjTlCVAEc0eiVi2rFpAMAFoAboBB3Jldmlld3M&ictx=111&ved=0CJgBEMCLBWoYChMI8KnDrIfjkAMVAAAAAB0AAAAAEJIG,https://lh3.googleusercontent.com/p/AF1QipO-HpjQFta8SU5gyWzjX-b0dyeZ-oGCZyczOAYU=s287-w287-h192-n-k-no-v1,https://lh3.googleusercontent.com/p/AF1QipMm9QjQeSQ8nzLGRSLNUSKW418Ux9793KvQSlqW=s287-w287-h192-n-k-no-v1,"Homestay sạch sẽ, yên tĩnh,... Cô chủ dễ thương.
Good"
Lotus Central Hotel,"102 Lê Thị Hồng Gấm, Quận 1, Thành Phố Hồ Chí Minh",1,10.7698707,106.69922421706391,4.1,598,4,2715611.0,"1 đêm, bao gồm thuế và phí","Bữa sáng miễn phí, Wi-Fi miễn phí, Bãi đỗ xe ($), Bể bơi ngoài trời, Điều hòa nhiệt độ, Trung tâm thể dục, Spa, Nhà hàng",Món Ăn Sáng · Vị Trí · Dịch Vụ,1,https://www.google.com/travel/search?q=resort%20qu%E1%BA%ADn%201&g2lb=203023%2C4965990%2C72317059%2C72414906%2C72471280%2C72485658%2C72560029%2C72573224%2C72647020%2C72686036%2C72803964%2C72882230%2C72958624%2C72959983%2C73010541%2C73059275%2C73064764%2C73107089%2C73148423%2C73157405%2C73177761%2C73179103&hl=vi-VN&gl=vn&ssta=1&ts=CAESCgoCCAMKAggDEAAaUQozEjEyJTB4MzE3NTJmMzhmOWVkODg3YjoweDE0YWRlZDU3MDM3Njg5ODk6CFF14bqtbiAxEhoSFAoHCOkPEAsYGxIHCOkPEAsYHBgBMgIQACoLCgk6A1ZORFoCFBE&qs=CAASBENNWUIgACgAMidDaGtJNzlEazBidi10c29PR2cwdlp5OHhNV2R4WDJoM1oyWmpFQUU4DUgA&ap=KigKEgkc56LvLIglQBHNHom0AataQBISCaB8rAjTlCVAEc0eiVi2rFpAMAFoAboBB3Jldmlld3M&ictx=111&ved=0CLIBEMCLBWoYChMI8KnDrIfjkAMVAAAAAB0AAAAAEJIG,https://lh5.googleusercontent.com/proxy/egoPx-1q6cSl7qw7roqw-fLzpNDhBHzBvd4mDhxTGbSPrN5M5g9d8YFzUqWVpogKIjlS08wFpM1zJj4Q7Ea-vN1uOYHg-y6m3UXfp928u9wqxMhY8vbjV81WaFK3hcs3n2jUg1R5WULj3ZjnSSN60qpNwhb80ME=s287-w287-h192-n-k-no-v1,https://lh5.googleusercontent.com/proxy/O4dlg4X5UYqakyzznHr0Nn1RHH1KG5FWpB71T1788uN98uvKrhojzrs5EJ_l_S_I9ETWg5uWWo87puIAJUDAET2hocE1DUzvz1bWntSq8wgpS_GK6tpsRl2uUVIE1b2L6vNT6lJFxFO6YhNh2zu5YlmBhFD4lFI=s287-w287-h192-n-k-no-v1,"Phòng sạch , đẹp
Chị chủ nhiệt tình, thân thiện"
Khách sạn Camelia,"108 Lê Lai, Quận 1, Thành Phố Hồ Chí Minh",1,10.7697614,106.6931907,4.3,100,2,791930.0,"1 đêm, bao gồm thuế và phí","Bữa sáng miễn phí, Wi-Fi miễn phí, Bãi đỗ xe ($), Điều hòa nhiệt độ, Nhà hàng, Dịch vụ phòng, Bếp ở một số phòng, Xe đưa đón ra sân bay",Vị Trí · Dịch Vụ · Cơ Sở Vật Chất,1,https://www.google.com/travel/search?q=resort%20qu%E1%BA%ADn%201&g2lb=203023%2C4965990%2C72317059%2C72414906%2C72471280%2C72485658%2C72560029%2C72573224%2C72647020%2C72686036%2C72803964%2C72882230%2C72958624%2C72959983%2C73010541%2C73059275%2C73064764%2C73107089%2C73148423%2C73157405%2C73177761%2C73179103&hl=vi-VN&gl=vn&ssta=1&ts=CAESCgoCCAMKAggDEAAaUQozEjEyJTB4MzE3NTJmMzhmOWVkODg3YjoweDE0YWRlZDU3MDM3Njg5ODk6CFF14bqtbiAxEhoSFAoHCOkPEAsYGxIHCOkPEAsYHBgBMgIQACoLCgk6A1ZORFoCFBE&qs=CAASBENNWUIgACgAMihDaG9JMGJTTzlkUG1ocWJyQVJvTkwyY3ZNVEZyY0dSbWRHY3djaEFCOA1IAA&ap=KigKEgkc56LvLIglQBHNHom0AataQBISCaB8rAjTlCVAEc0eiVi2rFpAMAFoAboBB3Jldmlld3M&ictx=111&ved=0CM4BEMCLBWoYChMI8KnDrIfjkAMVAAAAAB0AAAAAEJIG,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwopVkecYNr51SWm3zaBMphpBqyhYFhEkltO--hAZHZxNJZ5eR2TQhzsx0_kezNQqxfcuG_hp-dwwiix7h9SgZoIUkfTbRMBWMku9mb5faXQZSmutLDV_gwcWBDKrkTRJC3BpTLeQ=s287-w287-h192-n-k-no-v1,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwPkLJBPKEPDO4LGhhmg8k7dTCUfimvAFhiEe_N0lDpZPFcIZHf-IRHsc2LdGNcSzHPxY3-iebQF0kY_SHXg5Y7NRG6XwDFfRnIKVclkNtFCDjhHnWVVz2BW5LUn4ZJ3rJEnNAgHQ=s287-w287-h192-n-k-no-v1,"Ông bà chủ dễ thương, có dịch vụ đưa rước sân bay luôn, phòng ốc sạch sẽ, gọn gàng"
Hilton Saigon,"11 Công trường Mê Linh, Quận 1, Thành Phố Hồ Chí Minh",1,10.77505755,106.70571329101662,4.6,860,5,6236417.0,"1 đêm, bao gồm thuế và phí","Bữa sáng ($), Wi-Fi miễn phí, Bãi đỗ xe ($), Bể bơi ngoài trời, Điều hòa nhiệt độ, Trung tâm thể dục, Spa, Quán bar",Quầy Bar · Dịch Vụ · Món Ăn Sáng,1,https://www.google.com/travel/search?q=resort%20qu%E1%BA%ADn%201&g2lb=203023%2C4965990%2C72317059%2C72414906%2C72471280%2C72485658%2C72560029%2C72573224%2C72647020%2C72686036%2C72803964%2C72882230%2C72958624%2C72959983%2C73010541%2C73059275%2C73064764%2C73107089%2C73148423%2C73157405%2C73177761%2C73179103&hl=vi-VN&gl=vn&ssta=1&ts=CAESCgoCCAMKAggDEAAaUQozEjEyJTB4MzE3NTJmMzhmOWVkODg3YjoweDE0YWRlZDU3MDM3Njg5ODk6CFF14bqtbiAxEhoSFAoHCOkPEAsYGxIHCOkPEAsYHBgBMgIQACoLCgk6A1ZORFoCFBE&qs=CAASBENNWUIgACgAMidDaGtJdjhuRHVPQ1JqTmtxR2cwdlp5OHhNV28xT1dNeFlqUjJFQUU4DUgA&ap=KigKEgkc56LvLIglQBHNHom0AataQBISCaB8rAjTlCVAEc0eiVi2rFpAMAFoAboBB3Jldmlld3M&ictx=111&ved=0COoBEMCLBWoYChMI8KnDrIfjkAMVAAAAAB0AAAAAEJIG,https://lh3.googleusercontent.com/p/AF1QipMjs8AoPlOzqicIyVFnGlW0gruvk-8M9ZL7ak-g=s287-w287-h192-n-k-no-v1,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzdcaL30sYOyOj1e4ql39zkyNrAW7ivHbRCoaiifMSxfe5GHovanISt6o8g6atOIhpMnWhYxzy8K47gYUfZVDCDMMdoc_dtaviL_JtF_oOXPTpouZsjcnGkas9IfSQ7cMDOHU0pfA=s287-w287-h192-n-k-no-v1,"It’s a nice homestay. Very friendly welcome, comfortable and clean, highly recommendable."
HUONG SEN ANNEX HOTEL,"4-6-8 Mạc Thị Bưởi, Quận 1, Thành Phố Hồ Chí Minh",1,10.775524932211164,106.70493295242882,4.2,280,4,1099477.0,"1 đêm, bao gồm thuế và phí","Bữa sáng miễn phí, Wi-Fi miễn phí, Bể bơi, Bồn tắm nước nóng, Điều hòa nhiệt độ, Nhà hàng, Xe đưa đón ra sân bay, Dịch vụ giặt là",Món Ăn Sáng · Phòng Tập Thể Dục · Bể Bơi,1,https://www.google.com/travel/search?q=resort%20qu%E1%BA%ADn%201&g2lb=203023%2C4965990%2C72317059%2C72414906%2C72471280%2C72485658%2C72560029%2C72573224%2C72647020%2C72686036%2C72803964%2C72882230%2C72958624%2C72959983%2C73010541%2C73059275%2C73064764%2C73107089%2C73148423%2C73157405%2C73177761%2C73179103&hl=vi-VN&gl=vn&ssta=1&ts=CAESCgoCCAMKAggDEAAaUQozEjEyJTB4MzE3NTJmMzhmOWVkODg3YjoweDE0YWRlZDU3MDM3Njg5ODk6CFF14bqtbiAxEhoSFAoHCOkPEAsYGxIHCOkPEAsYHBgBMgIQACoLCgk6A1ZORFoCFBE&qs=CAASBENNWUIgACgAMihDaG9JNU9TUHlZcVVzNy1qQVJvTkwyY3ZNVEZtTTI1dE5uTTVOQkFCOA1IAA&ap=KigKEgkc56LvLIglQBHNHom0AataQBISCaB8rAjTlCVAEc0eiVi2rFpAMAFoAboBB3Jldmlld3M&ictx=111&ved=0CIkCEMCLBWoYChMI8KnDrIfjkAMVAAAAAB0AAAAAEJIG,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy85ZLxENJJSDmluyIzojFMKgfrJwXt02wNyHtkFB5PC0ZFhIG9pGhtpDtC4Yfhf_mCs7yTSlyfFERnWSvGrKw45ZxwwDxbsWuKYAmDlisvEoeX_O5gOikQPP76JqI-YuNG0KRE=s287-w287-h192-n-k-no-v1,https://lh6.googleusercontent.com/proxy/zqy82bhGW605uMw2qVfbfHxsRWvRFmhe2tMWU4mb4ADboTWMPkcHA5xdnjRRnWdrbkik7fhHXvufwrEkmt5anrUrN_WWTb3sFB5FsXaCdzKvcvQDoYOPNgj_ebqc23Pbp6_1m14ayHMhyrCU2x8eT37vqa5C4Ss=s287-w287-h192-n-k-no-v1,"Nice room, good service, reasonable price"
